Post_ID,Post_Date,Day,Hour,Platform,Content_Type,Content_Category,Followers,Reach,Impressions,Likes,Comments,Shares,Saves,Video_Views,Engagement_Rate,Month,Month_Number,Time_Slot
POST-0211,07-09-2025,Sunday,8,LinkedIn,Video,Education,10695,2571,3540,174,24,20,9,2156,8.83,September,9,Morning
POST-0212,06-05-2025,Tuesday,16,Instagram,Short,Behind the Scenes,10731,4128,6670,157,12,13,17,2588,4.82,May,5,Evening
POST-0213,22-01-2025,Wednesday,18,LinkedIn,Carousel,Entertainment,10753,3073,5024,300,47,12,4,0,11.81,January,1,Evening
POST-0214,04-08-2025,Monday,9,YouTube,Short,Behind the Scenes,10779,1392,2459,39,2,3,1,1171,3.23,August,8,Morning
POST-0215,13-04-2025,Sunday,14,Instagram,Video,Behind the Scenes,10827,2507,3746,239,8,7,15,1243,10.73,April,4,Afternoon
POST-0216,07-09-2025,Sunday,8,Facebook,Text,Product,10872,3501,4064,249,31,14,5,0,8.54,September,9,Morning
POST-0217,12-11-2025,Wednesday,17,YouTube,Image,Education,10907,2085,2315,103,7,7,4,0,5.8,November,11,Evening
POST-0218,10-05-2025,Saturday,22,YouTube,Text,Behind the Scenes,10938,5074,7774,556,69,29,57,0,14.01,May,5,Night
POST-0219,26-11-2025,Wednesday,18,Instagram,Carousel,Announcement,10953,4135,6001,79,6,3,2,0,2.18,November,11,Evening
POST-0220,09-07-2025,Wednesday,13,YouTube,Carousel,Product,10988,1564,1934,66,6,3,3,0,4.99,July,7,Afternoon
POST-0221,13-07-2025,Sunday,18,Instagram,Short,Product,11016,3215,3773,176,18,18,6,2334,6.78,July,7,Evening
POST-0222,07-10-2025,Tuesday,22,Instagram,Carousel,Tutorial,11046,8031,10542,602,82,39,21,0,9.26,October,10,Night
POST-0223,16-10-2025,Thursday,16,Facebook,Carousel,Announcement,11067,6362,8053,414,30,11,50,0,7.94,October,10,Evening
POST-0224,28-11-2025,Friday,13,YouTube,Video,Entertainment,11094,2615,3441,256,32,13,28,1473,12.58,November,11,Afternoon
POST-0225,31-12-2025,Wednesday,10,Facebook,Carousel,Entertainment,11120,4419,5804,389,25,30,36,0,10.86,December,12,Morning
POST-0226,25-02-2025,Tuesday,17,Facebook,Image,Education,11151,1861,3004,30,4,2,1,0,1.99,February,2,Evening
POST-0227,31-05-2025,Saturday,22,Instagram,Video,Education,11195,1216,1697,95,5,10,3,922,9.29,May,5,Night
POST-0228,07-12-2025,Sunday,17,Instagram,Video,Tutorial,11227,3658,6166,225,8,15,19,2669,7.3,December,12,Evening
POST-0229,23-04-2025,Wednesday,21,Instagram,Image,Announcement,11235,3088,4405,245,8,23,25,0,9.75,April,4,Night
POST-0230,02-01-2025,Thursday,9,Instagram,Video,Entertainment,11250,3578,4536,268,31,25,26,1363,9.78,January,1,Morning
POST-0231,30-07-2025,Wednesday,9,Facebook,Short,Entertainment,11259,2660,4636,139,10,8,3,1242,6.02,July,7,Morning
POST-0232,02-10-2025,Thursday,9,Instagram,Video,Entertainment,11277,3226,4963,63,6,3,1,1889,2.26,October,10,Morning
POST-0233,29-09-2025,Monday,21,Instagram,Video,Entertainment,11311,2034,3421,105,7,6,4,1587,6,September,9,Night
POST-0234,23-10-2025,Thursday,14,YouTube,Text,Announcement,11343,3499,4285,207,19,5,12,0,6.94,October,10,Afternoon
POST-0235,24-08-2025,Sunday,17,Instagram,Image,Announcement,11363,4264,7589,200,31,5,23,0,6.07,August,8,Evening
POST-0236,19-02-2025,Wednesday,9,Instagram,Image,Product,11394,2612,3986,132,21,3,2,0,6.05,February,2,Morning
POST-0237,06-11-2025,Thursday,8,Facebook,Video,Product,11412,4220,5617,349,11,10,15,2918,9.12,November,11,Morning
POST-0238,02-06-2025,Monday,12,Facebook,Video,Education,11423,1018,1260,51,8,1,1,800,5.99,June,6,Afternoon
POST-0239,06-11-2025,Thursday,20,Instagram,Image,Entertainment,11433,1750,1967,164,17,9,18,0,11.89,November,11,Night
POST-0240,25-10-2025,Saturday,10,YouTube,Short,Tutorial,11451,5969,6414,353,49,11,29,3611,7.4,October,10,Morning
POST-0241,21-12-2025,Sunday,20,Instagram,Video,Education,11495,7107,8507,464,78,54,45,2382,9.02,December,12,Night
POST-0242,06-01-2025,Monday,12,YouTube,Short,Tutorial,11506,3095,3968,208,11,11,8,1154,7.69,January,1,Afternoon
POST-0243,13-11-2025,Thursday,18,YouTube,Text,Tutorial,11549,2548,3689,260,22,4,19,0,11.97,November,11,Evening
POST-0244,18-08-2025,Monday,14,Instagram,Carousel,Education,11592,1342,1809,96,15,7,11,0,9.61,August,8,Afternoon
POST-0245,27-06-2025,Friday,12,Instagram,Image,Product,11617,3294,3570,344,36,31,4,0,12.6,June,6,Afternoon
POST-0246,17-10-2025,Friday,12,YouTube,Video,Product,11644,4138,4793,81,13,9,7,2547,2.66,October,10,Afternoon
POST-0247,14-12-2025,Sunday,12,YouTube,Video,Education,11664,1193,1269,148,22,6,13,1077,15.84,December,12,Afternoon
POST-0248,07-07-2025,Monday,13,Instagram,Image,Tutorial,11691,3667,3961,124,21,5,8,0,4.31,July,7,Afternoon
POST-0249,01-02-2025,Saturday,15,Facebook,Short,Announcement,11726,3532,4496,379,48,35,38,2838,14.16,February,2,Afternoon
POST-0250,22-09-2025,Monday,15,Instagram,Video,Entertainment,11754,3437,5254,80,2,6,7,1839,2.76,September,9,Afternoon
POST-0251,26-03-2025,Wednesday,17,LinkedIn,Short,Tutorial,11793,1450,1689,149,24,11,4,602,12.97,March,3,Evening
POST-0252,24-03-2025,Monday,18,Instagram,Carousel,Announcement,11835,3633,6222,268,15,30,36,0,9.61,March,3,Evening
POST-0253,12-03-2025,Wednesday,13,Instagram,Video,Announcement,11866,1183,2118,108,5,12,12,403,11.58,March,3,Afternoon
POST-0254,14-03-2025,Friday,8,Instagram,Video,Behind the Scenes,11898,6116,9243,371,31,7,13,2966,6.9,March,3,Morning
POST-0255,29-11-2025,Saturday,16,LinkedIn,Short,Product,11924,2905,3155,164,9,9,19,2208,6.92,November,11,Evening
POST-0256,13-05-2025,Tuesday,22,Instagram,Carousel,Tutorial,11956,1422,1686,43,2,4,3,0,3.66,May,5,Night
POST-0257,08-02-2025,Saturday,21,YouTube,Image,Education,11970,5652,8100,170,21,3,12,0,3.64,February,2,Night
POST-0258,07-03-2025,Friday,14,LinkedIn,Short,Announcement,12002,5088,8909,408,67,21,40,2563,10.53,March,3,Afternoon
POST-0259,25-05-2025,Sunday,21,LinkedIn,Video,Education,12032,1886,3369,97,5,9,11,1077,6.47,May,5,Night
POST-0260,07-05-2025,Wednesday,21,Instagram,Image,Education,12049,9065,14527,170,14,4,7,0,2.15,May,5,Night
POST-0261,24-04-2025,Thursday,13,YouTube,Video,Education,12102,1552,2665,58,6,3,1,719,4.38,April,4,Afternoon
POST-0262,13-12-2025,Saturday,8,YouTube,Carousel,Entertainment,12118,3204,3597,105,7,11,11,0,4.18,December,12,Morning
POST-0263,13-11-2025,Thursday,16,Facebook,Video,Announcement,12135,5168,7392,191,18,12,11,4836,4.49,November,11,Evening
POST-0264,29-07-2025,Tuesday,8,Instagram,Video,Announcement,12166,773,1088,51,7,1,3,406,8.02,July,7,Morning
POST-0265,27-12-2025,Saturday,19,Instagram,Short,Tutorial,12170,4678,5671,544,25,16,33,4067,13.21,December,12,Evening
POST-0266,05-05-2025,Monday,9,Instagram,Image,Tutorial,12188,2602,3832,180,19,10,22,0,8.88,May,5,Morning
POST-0267,20-02-2025,Thursday,10,Instagram,Carousel,Entertainment,12197,2674,3936,224,12,4,18,0,9.65,February,2,Morning
POST-0268,10-04-2025,Thursday,21,YouTube,Short,Entertainment,12213,1491,2651,45,6,3,3,1250,3.82,April,4,Night
POST-0269,02-02-2025,Sunday,16,Instagram,Carousel,Tutorial,12238,3236,3560,258,15,11,28,0,9.64,February,2,Evening
POST-0270,14-12-2025,Sunday,14,Instagram,Video,Tutorial,12270,1465,1866,162,23,8,1,487,13.24,December,12,Afternoon
POST-0271,21-03-2025,Friday,9,Instagram,Carousel,Product,12310,1583,1865,169,15,16,13,0,13.46,March,3,Morning
POST-0272,12-06-2025,Thursday,20,Instagram,Video,Behind the Scenes,12347,2108,2566,200,32,17,15,1099,12.52,June,6,Night
POST-0273,15-03-2025,Saturday,15,Instagram,Video,Entertainment,12389,1373,1769,114,8,11,2,706,9.83,March,3,Afternoon
POST-0274,24-12-2025,Wednesday,18,LinkedIn,Image,Tutorial,12423,6406,8498,619,64,24,20,0,11.35,December,12,Evening
POST-0275,27-02-2025,Thursday,8,YouTube,Video,Behind the Scenes,12445,1298,2294,42,1,1,0,736,3.39,February,2,Morning
POST-0276,08-07-2025,Tuesday,9,Instagram,Video,Education,12486,1780,2307,183,12,15,9,854,12.3,July,7,Morning
POST-0277,13-12-2025,Saturday,18,Facebook,Carousel,Product,12507,2266,3201,172,15,12,20,0,9.66,December,12,Evening
POST-0278,10-07-2025,Thursday,13,Instagram,Short,Education,12527,2702,3173,260,41,25,9,2208,12.4,July,7,Afternoon
POST-0279,25-11-2025,Tuesday,19,Instagram,Image,Education,12573,4170,5068,203,23,11,24,0,6.26,November,11,Evening
POST-0280,24-11-2025,Monday,12,LinkedIn,Image,Product,12610,4230,5129,92,13,10,1,0,2.74,November,11,Afternoon
POST-0281,08-10-2025,Wednesday,12,LinkedIn,Video,Product,12640,2283,3371,71,10,2,3,2135,3.77,October,10,Afternoon
POST-0282,29-09-2025,Monday,14,YouTube,Image,Education,12676,2183,2784,176,6,14,6,0,9.25,September,9,Afternoon
POST-0283,30-07-2025,Wednesday,9,Instagram,Carousel,Education,12714,2749,3459,123,8,11,16,0,5.75,July,7,Morning
POST-0284,31-07-2025,Thursday,19,Instagram,Text,Education,12725,4239,6115,437,66,51,13,0,13.38,July,7,Evening
POST-0285,31-10-2025,Friday,17,Instagram,Video,Announcement,12751,3958,4204,126,17,6,12,3270,4.07,October,10,Evening
POST-0286,05-06-2025,Thursday,9,Instagram,Text,Tutorial,12764,2030,3446,183,20,19,14,0,11.63,June,6,Morning
POST-0287,12-12-2025,Friday,21,Instagram,Text,Entertainment,12793,869,945,51,4,3,2,0,6.9,December,12,Night
POST-0288,17-11-2025,Monday,21,Instagram,Image,Product,12812,8766,11908,378,38,31,23,0,5.36,November,11,Night
POST-0289,17-05-2025,Saturday,18,YouTube,Short,Product,12856,4551,8152,215,6,9,4,1527,5.14,May,5,Evening
POST-0290,31-05-2025,Saturday,15,Instagram,Short,Education,12890,3117,3665,176,7,18,13,2737,6.87,May,5,Afternoon
POST-0291,18-09-2025,Thursday,14,Instagram,Carousel,Entertainment,12907,3252,3524,162,12,4,15,0,5.93,September,9,Afternoon
POST-0292,03-12-2025,Wednesday,13,LinkedIn,Image,Announcement,12934,2024,2862,69,3,8,4,0,4.15,December,12,Afternoon
POST-0293,05-02-2025,Wednesday,17,Instagram,Carousel,Entertainment,12947,1555,2368,56,3,3,6,0,4.37,February,2,Evening
POST-0294,26-01-2025,Sunday,18,Instagram,Short,Product,12975,2246,3002,275,41,21,25,1405,16.12,January,1,Evening
POST-0295,01-04-2025,Tuesday,20,Instagram,Video,Product,13009,2386,2899,152,21,5,12,1036,7.96,April,4,Night
POST-0296,06-06-2025,Friday,12,Facebook,Image,Announcement,13039,1912,2998,129,18,11,14,0,9,June,6,Afternoon
POST-0297,01-03-2025,Saturday,19,Facebook,Video,Announcement,13044,1210,1805,106,11,3,6,1113,10.41,March,3,Evening
POST-0298,09-07-2025,Wednesday,18,YouTube,Short,Tutorial,13067,2271,2975,127,20,13,3,885,7.18,July,7,Evening
POST-0299,17-07-2025,Thursday,17,YouTube,Short,Behind the Scenes,13100,3703,5597,453,28,42,29,1994,14.91,July,7,Evening
POST-0300,14-12-2025,Sunday,14,Instagram,Video,Tutorial,13131,2054,3450,103,12,3,6,883,6.04,December,12,Afternoon
POST-0301,30-09-2025,Tuesday,22,Instagram,Short,Tutorial,13172,2730,3920,107,8,10,2,2280,4.65,September,9,Night
POST-0302,02-04-2025,Wednesday,15,YouTube,Carousel,Product,13184,863,1157,17,2,1,1,0,2.43,April,4,Afternoon
POST-0303,15-10-2025,Wednesday,13,LinkedIn,Video,Product,13218,2406,3637,105,8,4,6,2159,5.11,October,10,Afternoon
POST-0304,22-10-2025,Wednesday,10,Facebook,Image,Behind the Scenes,13238,2522,3603,51,3,4,5,0,2.5,October,10,Morning
POST-0305,06-09-2025,Saturday,14,YouTube,Carousel,Entertainment,13267,1374,1544,104,14,8,3,0,9.39,September,9,Afternoon
POST-0306,04-09-2025,Thursday,11,YouTube,Image,Entertainment,13299,1041,1798,73,11,4,2,0,8.65,September,9,Morning
POST-0307,24-04-2025,Thursday,12,Instagram,Image,Tutorial,13335,3382,3866,61,7,5,1,0,2.19,April,4,Afternoon
POST-0308,19-09-2025,Friday,20,LinkedIn,Text,Entertainment,13355,1727,2775,165,24,16,22,0,13.14,September,9,Night
POST-0309,19-02-2025,Wednesday,19,Instagram,Carousel,Product,13385,3528,4850,292,16,31,28,0,10.4,February,2,Evening
POST-0310,18-08-2025,Monday,16,Instagram,Image,Announcement,13398,2140,3504,142,16,14,7,0,8.36,August,8,Evening
POST-0311,03-12-2025,Wednesday,22,Facebook,Video,Education,13409,3800,5480,427,47,12,6,1895,12.95,December,12,Night
POST-0312,21-12-2025,Sunday,14,Facebook,Video,Entertainment,13443,2238,3727,158,25,16,7,1812,9.2,December,12,Afternoon
POST-0313,19-04-2025,Saturday,13,Facebook,Short,Announcement,13469,1177,1650,41,3,4,4,839,4.42,April,4,Afternoon
POST-0314,02-05-2025,Friday,19,YouTube,Short,Product,13477,2572,3177,271,16,18,28,2114,12.95,May,5,Evening
POST-0315,14-08-2025,Thursday,11,Instagram,Short,Product,13494,2251,3664,272,20,28,7,1764,14.53,August,8,Morning
POST-0316,26-05-2025,Monday,21,Instagram,Carousel,Behind the Scenes,13522,3872,6468,83,8,3,10,0,2.69,May,5,Night
POST-0317,24-09-2025,Wednesday,8,LinkedIn,Carousel,Announcement,13568,2105,3003,121,21,2,4,0,7.03,September,9,Morning
POST-0318,16-03-2025,Sunday,10,LinkedIn,Carousel,Entertainment,13608,2172,3794,74,9,4,1,0,4.05,March,3,Morning
POST-0319,03-03-2025,Monday,16,Instagram,Short,Product,13644,4328,6841,500,68,15,11,2692,13.72,March,3,Evening
POST-0320,19-01-2025,Sunday,22,LinkedIn,Image,Product,13650,5122,8960,118,11,3,1,0,2.6,January,1,Night
POST-0321,21-06-2025,Saturday,18,YouTube,Image,Announcement,13676,4095,4899,383,33,24,14,0,11.09,June,6,Evening
POST-0322,19-03-2025,Wednesday,8,Instagram,Image,Announcement,13709,4773,8389,167,28,19,18,0,4.86,March,3,Morning
POST-0323,20-04-2025,Sunday,20,YouTube,Carousel,Education,13741,3462,5628,268,25,19,18,0,9.53,April,4,Night
POST-0324,01-12-2025,Monday,17,Instagram,Video,Entertainment,13774,4120,7239,383,17,45,36,2810,11.67,December,12,Evening
POST-0325,25-10-2025,Saturday,13,YouTube,Video,Tutorial,13798,4372,5738,452,66,31,7,3871,12.72,October,10,Afternoon
POST-0326,03-11-2025,Monday,11,Instagram,Video,Entertainment,13847,3367,4939,81,3,5,7,1991,2.85,November,11,Morning
POST-0327,05-08-2025,Tuesday,11,Facebook,Video,Education,13892,2792,4804,184,15,3,4,1236,7.38,August,8,Morning
POST-0328,11-02-2025,Tuesday,11,YouTube,Short,Announcement,13918,2916,4532,96,11,2,4,1462,3.88,February,2,Morning
POST-0329,30-09-2025,Tuesday,8,LinkedIn,Short,Announcement,13933,10124,12824,306,47,31,36,7947,4.15,September,9,Morning
POST-0330,09-08-2025,Saturday,15,LinkedIn,Short,Entertainment,13985,2717,3442,92,2,7,8,1997,4.01,August,8,Afternoon
POST-0331,28-11-2025,Friday,13,Instagram,Image,Tutorial,14006,2367,4165,70,8,4,7,0,3.76,November,11,Afternoon
POST-0332,24-06-2025,Tuesday,17,Instagram,Video,Entertainment,14048,2207,3428,262,12,27,20,967,14.54,June,6,Evening
POST-0333,05-03-2025,Wednesday,19,LinkedIn,Image,Education,14098,2648,2885,165,20,14,10,0,7.89,March,3,Evening
POST-0334,06-08-2025,Wednesday,14,YouTube,Short,Announcement,14114,3085,3837,145,16,6,10,2606,5.74,August,8,Afternoon
POST-0335,16-06-2025,Monday,14,Instagram,Image,Education,14145,1447,2123,87,8,8,5,0,7.46,June,6,Afternoon
POST-0336,29-08-2025,Friday,18,Instagram,Carousel,Entertainment,14168,907,1081,18,1,1,2,0,2.43,August,8,Evening
POST-0337,18-05-2025,Sunday,18,LinkedIn,Image,Education,14201,3172,4438,105,11,2,10,0,4.04,May,5,Evening
POST-0338,22-04-2025,Tuesday,22,YouTube,Video,Announcement,14232,1115,1729,98,16,9,10,904,11.93,April,4,Night
POST-0339,15-02-2025,Saturday,15,Instagram,Carousel,Tutorial,14283,3109,3460,248,20,12,29,0,9.94,February,2,Afternoon
POST-0340,17-12-2025,Wednesday,10,YouTube,Image,Behind the Scenes,14317,2914,3614,219,21,22,24,0,9.81,December,12,Morning
POST-0341,03-10-2025,Friday,15,YouTube,Image,Product,14345,5085,8698,561,29,57,11,0,12.94,October,10,Afternoon
POST-0342,20-06-2025,Friday,11,YouTube,Video,Announcement,14385,6758,7303,863,75,94,8,6056,15.39,June,6,Morning
POST-0343,27-03-2025,Thursday,15,LinkedIn,Carousel,Tutorial,14409,3301,3742,283,10,8,17,0,9.63,March,3,Afternoon
POST-0344,18-08-2025,Monday,17,LinkedIn,Image,Entertainment,14432,1988,3310,108,17,10,15,0,7.55,August,8,Evening
POST-0345,31-05-2025,Saturday,11,Instagram,Carousel,Education,14486,1413,2200,120,9,5,10,0,10.19,May,5,Morning
POST-0346,20-08-2025,Wednesday,14,Instagram,Video,Entertainment,14504,1745,2449,79,12,7,5,828,5.9,August,8,Afternoon
POST-0347,02-02-2025,Sunday,8,YouTube,Short,Announcement,14525,2757,4671,317,15,9,30,2047,13.46,February,2,Morning
POST-0348,09-03-2025,Sunday,12,Facebook,Image,Behind the Scenes,14553,864,1042,30,3,3,2,0,4.4,March,3,Afternoon
POST-0349,26-09-2025,Friday,22,YouTube,Image,Announcement,14568,2811,2963,311,36,35,7,0,13.84,September,9,Night
POST-0350,23-01-2025,Thursday,15,Facebook,Text,Behind the Scenes,14570,2679,4445,43,5,3,3,0,2.02,January,1,Afternoon
POST-0351,05-09-2025,Friday,15,YouTube,Short,Tutorial,14610,3844,5874,412,61,29,41,2855,14.13,September,9,Afternoon
POST-0352,31-05-2025,Saturday,18,Instagram,Short,Entertainment,14628,2243,2921,162,6,12,15,1873,8.69,May,5,Evening
POST-0353,02-01-2025,Thursday,21,Facebook,Image,Product,14648,2852,4233,240,33,26,4,0,10.62,January,1,Night
POST-0354,06-10-2025,Monday,21,Instagram,Short,Entertainment,14671,1799,1998,133,3,3,15,1127,8.56,October,10,Night
POST-0355,13-09-2025,Saturday,8,Facebook,Image,Announcement,14687,2089,2683,179,13,18,14,0,10.72,September,9,Morning
POST-0356,25-10-2025,Saturday,22,Instagram,Text,Entertainment,14701,1017,1501,82,11,4,3,0,9.83,October,10,Night
POST-0357,23-11-2025,Sunday,12,YouTube,Text,Behind the Scenes,14730,2887,4860,224,25,13,14,0,9.56,November,11,Afternoon
POST-0358,24-09-2025,Wednesday,20,LinkedIn,Carousel,Education,14786,6322,8139,606,102,65,86,0,13.59,September,9,Night
POST-0359,03-11-2025,Monday,9,YouTube,Short,Product,14823,2949,3231,94,14,2,9,2008,4.04,November,11,Morning
POST-0360,11-02-2025,Tuesday,13,Instagram,Carousel,Product,14859,3298,3680,333,30,10,18,0,11.86,February,2,Afternoon
POST-0361,02-12-2025,Tuesday,12,YouTube,Short,Behind the Scenes,14868,1571,2010,120,7,10,9,1444,9.29,December,12,Afternoon
POST-0362,30-11-2025,Sunday,21,Facebook,Video,Tutorial,14895,5926,9005,525,30,48,8,3056,10.31,November,11,Night
POST-0363,11-09-2025,Thursday,13,Instagram,Text,Behind the Scenes,14908,1768,2791,136,4,5,15,0,9.05,September,9,Afternoon
POST-0364,20-10-2025,Monday,18,Instagram,Short,Tutorial,14945,4192,6585,254,34,22,4,2717,7.49,October,10,Evening
POST-0365,28-09-2025,Sunday,13,Instagram,Video,Education,14969,2861,4881,215,31,11,18,1271,9.61,September,9,Afternoon
POST-0366,17-11-2025,Monday,10,YouTube,Video,Education,14997,1591,2484,201,6,3,8,1126,13.7,November,11,Morning
POST-0367,21-11-2025,Friday,19,Instagram,Carousel,Product,15023,4745,7368,289,29,12,8,0,7.12,November,11,Evening
POST-0368,11-07-2025,Friday,22,YouTube,Short,Entertainment,15044,2720,4067,327,49,11,7,1463,14.49,July,7,Night
POST-0369,25-10-2025,Saturday,20,Instagram,Video,Entertainment,15053,2975,4611,57,6,2,6,2220,2.39,October,10,Night
POST-0370,01-12-2025,Monday,11,Facebook,Text,Education,15087,3458,5525,220,20,14,9,0,7.61,December,12,Morning
POST-0371,19-04-2025,Saturday,20,Instagram,Image,Announcement,15098,2665,4749,211,35,11,14,0,10.17,April,4,Night
POST-0372,18-01-2025,Saturday,18,LinkedIn,Text,Entertainment,15111,2190,2594,106,9,11,3,0,5.89,January,1,Evening
POST-0373,04-03-2025,Tuesday,15,LinkedIn,Short,Behind the Scenes,15134,3485,5340,89,5,4,5,2328,2.96,March,3,Afternoon
POST-0374,12-01-2025,Sunday,18,YouTube,Image,Entertainment,15153,2158,2467,198,20,6,22,0,11.4,January,1,Evening
POST-0375,08-06-2025,Sunday,16,YouTube,Image,Education,15184,2795,3366,246,20,28,9,0,10.84,June,6,Evening
POST-0376,08-01-2025,Wednesday,21,LinkedIn,Video,Announcement,15223,1868,3259,103,8,8,9,1296,6.85,January,1,Night
POST-0377,05-04-2025,Saturday,12,Instagram,Video,Product,15253,1188,1608,34,2,3,1,960,3.37,April,4,Afternoon
POST-0378,03-04-2025,Thursday,17,Facebook,Carousel,Product,15283,1862,2747,160,6,10,4,0,9.67,April,4,Evening
POST-0379,15-09-2025,Monday,10,Instagram,Short,Entertainment,15311,2054,2482,209,25,16,20,1745,13.15,September,9,Morning
POST-0380,01-04-2025,Tuesday,22,Facebook,Text,Education,15348,2719,3895,233,27,12,13,0,10.48,April,4,Night
POST-0381,13-12-2025,Saturday,12,Instagram,Image,Education,15353,5174,5527,471,63,54,43,0,12.2,December,12,Afternoon
POST-0382,10-03-2025,Monday,8,YouTube,Text,Tutorial,15385,1065,1582,43,2,1,5,0,4.79,March,3,Morning
POST-0383,21-12-2025,Sunday,19,LinkedIn,Image,Education,15401,2894,5109,197,7,22,21,0,8.53,December,12,Evening
POST-0384,26-07-2025,Saturday,8,Instagram,Text,Announcement,15414,799,1250,46,5,2,2,0,6.88,July,7,Morning
POST-0385,31-03-2025,Monday,10,Facebook,Text,Entertainment,15441,1517,2349,73,6,7,7,0,6.13,March,3,Morning
POST-0386,15-01-2025,Wednesday,10,YouTube,Video,Behind the Scenes,15464,2040,2990,131,15,10,11,683,8.19,January,1,Morning
POST-0387,22-04-2025,Tuesday,13,Instagram,Short,Entertainment,15498,781,1007,70,3,6,2,448,10.37,April,4,Afternoon
POST-0388,04-08-2025,Monday,16,Instagram,Carousel,Tutorial,15538,970,1581,103,7,3,13,0,12.99,August,8,Evening
POST-0389,09-02-2025,Sunday,16,Instagram,Carousel,Tutorial,15538,2935,3936,173,11,20,6,0,7.16,February,2,Evening
POST-0390,02-03-2025,Sunday,14,Instagram,Short,Product,15564,2815,3666,162,16,10,1,2404,6.71,March,3,Afternoon
POST-0391,11-02-2025,Tuesday,21,YouTube,Carousel,Entertainment,15615,2533,3699,193,23,4,14,0,9.24,February,2,Night
POST-0392,05-09-2025,Friday,9,Instagram,Image,Product,15653,1733,3086,127,7,10,9,0,8.83,September,9,Morning
POST-0393,02-02-2025,Sunday,10,Facebook,Image,Entertainment,15697,8821,14118,437,33,12,13,0,5.61,February,2,Morning
POST-0394,08-01-2025,Wednesday,11,LinkedIn,Short,Entertainment,15726,2468,3840,202,20,16,13,989,10.17,January,1,Morning
POST-0395,16-06-2025,Monday,10,LinkedIn,Text,Entertainment,15736,1678,1923,118,15,10,5,0,8.82,June,6,Morning
POST-0396,24-04-2025,Thursday,16,LinkedIn,Video,Behind the Scenes,15750,6789,11243,627,53,24,65,5401,11.33,April,4,Evening
POST-0397,28-07-2025,Monday,19,Facebook,Short,Product,15786,3781,5169,129,4,3,8,1252,3.81,July,7,Evening
POST-0398,09-12-2025,Tuesday,14,Instagram,Video,Behind the Scenes,15824,2199,3345,194,20,6,12,1252,10.55,December,12,Afternoon
POST-0399,10-11-2025,Monday,15,LinkedIn,Video,Tutorial,15843,5197,7642,309,29,25,7,2472,7.12,November,11,Afternoon
POST-0400,16-07-2025,Wednesday,19,Instagram,Video,Product,15867,2940,4818,331,59,30,37,1939,15.54,July,7,Evening
POST-0401,23-08-2025,Saturday,19,LinkedIn,Carousel,Behind the Scenes,15897,3841,4125,259,30,28,11,0,8.54,August,8,Evening
POST-0402,24-10-2025,Friday,15,LinkedIn,Video,Announcement,15904,3069,3447,303,10,15,23,1851,11.44,October,10,Afternoon
POST-0403,09-06-2025,Monday,18,YouTube,Video,Education,15927,1532,1931,166,20,3,15,1078,13.32,June,6,Evening
POST-0404,29-08-2025,Friday,21,YouTube,Video,Tutorial,15973,4601,5529,197,7,15,12,3695,5.02,August,8,Night
POST-0405,20-03-2025,Thursday,14,Instagram,Image,Entertainment,16027,2946,4599,68,5,6,3,0,2.78,March,3,Afternoon
POST-0406,11-08-2025,Monday,19,YouTube,Short,Behind the Scenes,16053,1548,1760,159,5,14,12,952,12.27,August,8,Evening
POST-0407,28-03-2025,Friday,18,Instagram,Video,Product,16102,1772,1983,42,5,2,3,966,2.93,March,3,Evening
POST-0408,11-03-2025,Tuesday,15,Instagram,Image,Entertainment,16123,4561,6601,470,25,21,12,0,11.58,March,3,Afternoon
POST-0409,05-10-2025,Sunday,15,Instagram,Carousel,Product,16141,2201,2420,174,29,16,7,0,10.27,October,10,Afternoon
POST-0410,29-07-2025,Tuesday,13,Facebook,Video,Entertainment,16141,2767,4553,166,9,16,5,2214,7.08,July,7,Afternoon
POST-0411,18-05-2025,Sunday,20,LinkedIn,Image,Behind the Scenes,16180,3866,5015,278,48,11,3,0,8.79,May,5,Night
POST-0412,15-01-2025,Wednesday,11,Instagram,Text,Entertainment,16203,2894,3695,81,12,6,7,0,3.66,January,1,Morning
POST-0413,28-03-2025,Friday,12,Instagram,Text,Announcement,16258,1164,1743,86,8,7,11,0,9.62,March,3,Afternoon
POST-0414,20-10-2025,Monday,12,Instagram,Short,Announcement,16290,3829,6823,448,44,52,17,1922,14.65,October,10,Afternoon
POST-0415,20-06-2025,Friday,10,Instagram,Video,Entertainment,16319,4519,5704,84,6,3,9,1500,2.26,June,6,Morning
POST-0416,17-12-2025,Wednesday,13,Instagram,Short,Behind the Scenes,16325,4344,5297,517,73,30,26,1660,14.87,December,12,Afternoon
POST-0417,25-11-2025,Tuesday,18,YouTube,Image,Product,16370,6563,8704,303,16,6,37,0,5.52,November,11,Evening
POST-0418,08-11-2025,Saturday,13,YouTube,Video,Announcement,16393,3295,5385,208,16,6,3,1866,7.07,November,11,Afternoon
POST-0419,06-01-2025,Monday,10,YouTube,Image,Tutorial,16418,4135,7236,439,16,41,21,0,12.5,January,1,Morning
POST-0420,19-01-2025,Sunday,10,Instagram,Text,Behind the Scenes,16419,6464,7534,576,54,27,68,0,11.22,January,1,Morning
POST-0421,31-07-2025,Thursday,14,Facebook,Short,Announcement,16458,2298,2464,128,7,14,14,1956,7.09,July,7,Afternoon
